index,recipient,donor,slot,implementation,runtime_status,offer_eligible,adapter,exclusion_reason,evidence
146,donkey_kong,game_and_watch,fair,implemented,untested,True,common-aerial,,[]
147,donkey_kong,game_and_watch,bair,implemented,untested,True,gamewatch-articles,,[]
148,donkey_kong,game_and_watch,uair,implemented,untested,True,gamewatch-articles,,[]
149,donkey_kong,game_and_watch,dair,implemented,untested,True,common-aerial,,[]
150,donkey_kong,kirby,nair,implemented,untested,True,common-aerial,,[]
151,donkey_kong,kirby,fair,implemented,untested,True,common-aerial,,[]
152,donkey_kong,kirby,bair,implemented,untested,True,common-aerial,,[]
153,donkey_kong,kirby,uair,implemented,untested,True,common-aerial,,[]
154,donkey_kong,kirby,dair,implemented,untested,True,common-aerial,,[]
155,donkey_kong,bowser,nair,implemented,untested,True,common-aerial,,[]
156,donkey_kong,bowser,fair,implemented,untested,True,common-aerial,,[]
157,donkey_kong,bowser,bair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
158,donkey_kong,bowser,uair,implemented,untested,True,common-aerial,,[]
159,donkey_kong,bowser,dair,implemented,untested,True,common-aerial,,[]
160,donkey_kong,link,nair,implemented,untested,True,common-aerial,,[]
161,donkey_kong,link,fair,implemented,untested,True,common-aerial,,[]
162,donkey_kong,link,bair,implemented,untested,True,common-aerial,,[]
163,donkey_kong,link,uair,implemented,untested,True,common-aerial,,[]
164,donkey_kong,link,dair,implemented,untested,True,link-down-bounce,,[]
165,donkey_kong,luigi,nair,implemented,untested,True,common-aerial,,[]
166,donkey_kong,luigi,fair,implemented,untested,True,common-aerial,,[]
167,donkey_kong,luigi,bair,implemented,untested,True,common-aerial,,[]
168,donkey_kong,luigi,uair,implemented,untested,True,common-aerial,,[]
169,donkey_kong,luigi,dair,implemented,untested,True,common-aerial,,[]
170,donkey_kong,mario,nair,implemented,untested,True,common-aerial,,[]
171,donkey_kong,mario,fair,implemented,untested,True,common-aerial,,[]
172,donkey_kong,mario,bair,implemented,untested,True,common-aerial,,[]
173,donkey_kong,mario,uair,implemented,untested,True,common-aerial,,[]
174,donkey_kong,mario,dair,implemented,untested,True,common-aerial,,[]
175,donkey_kong,marth,nair,implemented,untested,True,common-aerial,,[]
176,donkey_kong,marth,fair,implemented,untested,True,common-aerial,,[]
177,donkey_kong,marth,bair,implemented,untested,True,common-aerial,,[]
178,donkey_kong,marth,uair,implemented,untested,True,common-aerial,,[]
179,donkey_kong,marth,dair,implemented,untested,True,common-aerial,,[]
180,donkey_kong,mewtwo,nair,implemented,untested,True,common-aerial,,[]
181,donkey_kong,mewtwo,fair,implemented,untested,True,common-aerial,,[]
182,donkey_kong,mewtwo,bair,implemented,untested,True,common-aerial,,[]
183,donkey_kong,mewtwo,uair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
184,donkey_kong,mewtwo,dair,implemented,untested,True,common-aerial,,[]
185,donkey_kong,ness,nair,implemented,untested,True,common-aerial,,[]
186,donkey_kong,ness,fair,implemented,untested,True,common-aerial,,[]
187,donkey_kong,ness,bair,implemented,untested,True,common-aerial,,[]
188,donkey_kong,ness,uair,implemented,untested,True,common-aerial,,[]
189,donkey_kong,ness,dair,implemented,untested,True,common-aerial,,[]
190,donkey_kong,peach,nair,implemented,untested,True,common-aerial,,[]
191,donkey_kong,peach,fair,implemented,untested,True,common-aerial,,[]
192,donkey_kong,peach,bair,implemented,untested,True,common-aerial,,[]
193,donkey_kong,peach,uair,implemented,untested,True,common-aerial,,[]
194,donkey_kong,peach,dair,implemented,untested,True,common-aerial,,[]
195,donkey_kong,pikachu,nair,implemented,untested,True,common-aerial,,[]
196,donkey_kong,pikachu,fair,implemented,untested,True,common-aerial,,[]
197,donkey_kong,pikachu,bair,implemented,untested,True,common-aerial,,[]
198,donkey_kong,pikachu,uair,implemented,untested,True,common-aerial,,[]
199,donkey_kong,pikachu,dair,implemented,untested,True,common-aerial,,[]
200,donkey_kong,ice_climbers,nair,implemented,untested,True,common-aerial,,[]
201,donkey_kong,ice_climbers,fair,implemented,untested,True,common-aerial,,[]
202,donkey_kong,ice_climbers,bair,implemented,untested,True,common-aerial,,[]
203,donkey_kong,ice_climbers,uair,implemented,untested,True,common-aerial,,[]
204,donkey_kong,ice_climbers,dair,implemented,untested,True,common-aerial,,[]
205,donkey_kong,jigglypuff,nair,implemented,untested,True,common-aerial,,[]
206,donkey_kong,jigglypuff,fair,implemented,untested,True,common-aerial,,[]
207,donkey_kong,jigglypuff,bair,implemented,untested,True,common-aerial,,[]
208,donkey_kong,jigglypuff,uair,implemented,untested,True,common-aerial,,[]
209,donkey_kong,jigglypuff,dair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
210,donkey_kong,samus,nair,implemented,untested,True,common-aerial,,[]
211,donkey_kong,samus,fair,implemented,untested,True,common-aerial,,[]
212,donkey_kong,samus,bair,implemented,untested,True,common-aerial,,[]
213,donkey_kong,samus,uair,implemented,untested,True,common-aerial,,[]
214,donkey_kong,samus,dair,implemented,untested,True,common-aerial,,[]
215,donkey_kong,yoshi,nair,implemented,untested,True,common-aerial,,[]
216,donkey_kong,yoshi,fair,implemented,untested,True,common-aerial,,[]
217,donkey_kong,yoshi,bair,implemented,untested,True,common-aerial,,[]
218,donkey_kong,yoshi,uair,implemented,untested,True,common-aerial,,[]
219,donkey_kong,yoshi,dair,implemented,untested,True,common-aerial,,[]
220,donkey_kong,zelda,nair,implemented,untested,True,common-aerial,,[]
221,donkey_kong,zelda,fair,implemented,untested,True,common-aerial,,[]
222,donkey_kong,zelda,bair,implemented,untested,True,common-aerial,,[]
223,donkey_kong,zelda,uair,implemented,untested,True,common-aerial,,[]
224,donkey_kong,zelda,dair,implemented,untested,True,common-aerial,,[]
225,donkey_kong,sheik,nair,implemented,untested,True,common-aerial,,[]
226,donkey_kong,sheik,fair,implemented,untested,True,common-aerial,,[]
227,donkey_kong,sheik,bair,implemented,untested,True,common-aerial,,[]
228,donkey_kong,sheik,uair,implemented,untested,True,common-aerial,,[]
229,donkey_kong,sheik,dair,implemented,untested,True,common-aerial,,[]
230,donkey_kong,falco,nair,implemented,untested,True,common-aerial,,[]
231,donkey_kong,falco,fair,implemented,untested,True,common-aerial,,[]
232,donkey_kong,falco,bair,implemented,untested,True,common-aerial,,[]
233,donkey_kong,falco,uair,implemented,untested,True,common-aerial,,[]
234,donkey_kong,falco,dair,implemented,untested,True,common-aerial,,[]
235,donkey_kong,young_link,nair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
236,donkey_kong,young_link,fair,implemented,untested,True,common-aerial,,[]
237,donkey_kong,young_link,bair,implemented,untested,True,common-aerial,,[]
238,donkey_kong,young_link,uair,implemented,untested,True,common-aerial,,[]
239,donkey_kong,young_link,dair,implemented,untested,True,link-down-bounce,,[]
240,donkey_kong,dr_mario,nair,implemented,untested,True,common-aerial,,[]
241,donkey_kong,dr_mario,fair,implemented,untested,True,common-aerial,,[]
242,donkey_kong,dr_mario,bair,implemented,untested,True,common-aerial,,[]
243,donkey_kong,dr_mario,uair,implemented,untested,True,common-aerial,,[]
244,donkey_kong,dr_mario,dair,implemented,untested,True,common-aerial,,[]
245,donkey_kong,roy,nair,implemented,untested,True,common-aerial,,[]
246,donkey_kong,roy,fair,implemented,untested,True,common-aerial,,[]
247,donkey_kong,roy,bair,implemented,untested,True,common-aerial,,[]
248,donkey_kong,roy,uair,implemented,untested,True,common-aerial,,[]
249,donkey_kong,roy,dair,implemented,untested,True,common-aerial,,[]
250,donkey_kong,pichu,nair,implemented,untested,True,common-aerial,,[]
251,donkey_kong,pichu,fair,implemented,untested,True,common-aerial,,[]
252,donkey_kong,pichu,bair,implemented,untested,True,common-aerial,,[]
253,donkey_kong,pichu,uair,implemented,untested,True,common-aerial,,[]
254,donkey_kong,pichu,dair,implemented,untested,True,common-aerial,,[]
255,donkey_kong,ganondorf,nair,implemented,untested,True,common-aerial,,[]
256,donkey_kong,ganondorf,fair,implemented,untested,True,common-aerial,,[]
257,donkey_kong,ganondorf,bair,implemented,untested,True,common-aerial,,[]
258,donkey_kong,ganondorf,uair,implemented,untested,True,common-aerial,,[]
259,donkey_kong,ganondorf,dair,implemented,untested,True,common-aerial,,[]
260,fox,captain_falcon,nair,implemented,untested,True,common-aerial,,[]
261,fox,captain_falcon,fair,implemented,untested,True,common-aerial,,[]
262,fox,captain_falcon,bair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
263,fox,captain_falcon,uair,implemented,untested,True,common-aerial,,[]
264,fox,captain_falcon,dair,implemented,untested,True,common-aerial,,[]
265,fox,donkey_kong,nair,implemented,untested,True,common-aerial,,[]
266,fox,donkey_kong,fair,implemented,untested,True,common-aerial,,[]
267,fox,donkey_kong,bair,implemented,untested,True,common-aerial,,[]
268,fox,donkey_kong,uair,implemented,untested,True,common-aerial,,[]
269,fox,donkey_kong,dair,implemented,untested,True,common-aerial,,[]
270,fox,fox,nair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
271,fox,fox,fair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
272,fox,fox,bair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
273,fox,fox,uair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
274,fox,fox,dair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
275,fox,game_and_watch,nair,implemented,untested,True,gamewatch-articles,,[]
276,fox,game_and_watch,fair,implemented,untested,True,common-aerial,,[]
277,fox,game_and_watch,bair,implemented,untested,True,gamewatch-articles,,[]
278,fox,game_and_watch,uair,implemented,untested,True,gamewatch-articles,,[]
279,fox,game_and_watch,dair,implemented,untested,True,common-aerial,,[]
280,fox,kirby,nair,implemented,untested,True,common-aerial,,[]
281,fox,kirby,fair,implemented,untested,True,common-aerial,,[]
282,fox,kirby,bair,implemented,untested,True,common-aerial,,[]
283,fox,kirby,uair,implemented,untested,True,common-aerial,,[]
284,fox,kirby,dair,implemented,untested,True,common-aerial,,[]
285,fox,bowser,nair,implemented,untested,True,common-aerial,,[]
286,fox,bowser,fair,implemented,untested,True,common-aerial,,[]
287,fox,bowser,bair,implemented,untested,True,common-aerial,,[]
288,fox,bowser,uair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
289,fox,bowser,dair,implemented,untested,True,common-aerial,,[]
290,fox,link,nair,implemented,untested,True,common-aerial,,[]
291,fox,link,fair,implemented,untested,True,common-aerial,,[]
292,fox,link,bair,implemented,untested,True,common-aerial,,[]
293,fox,link,uair,implemented,untested,True,common-aerial,,[]
294,fox,link,dair,implemented,untested,True,link-down-bounce,,[]
295,fox,luigi,nair,implemented,untested,True,common-aerial,,[]
296,fox,luigi,fair,implemented,untested,True,common-aerial,,[]
297,fox,luigi,bair,implemented,untested,True,common-aerial,,[]
298,fox,luigi,uair,implemented,untested,True,common-aerial,,[]
299,fox,luigi,dair,implemented,untested,True,common-aerial,,[]
300,fox,mario,nair,implemented,untested,True,common-aerial,,[]
301,fox,mario,fair,implemented,untested,True,common-aerial,,[]
302,fox,mario,bair,implemented,untested,True,common-aerial,,[]
303,fox,mario,uair,implemented,untested,True,common-aerial,,[]
304,fox,mario,dair,implemented,untested,True,common-aerial,,[]
305,fox,marth,nair,implemented,untested,True,common-aerial,,[]
306,fox,marth,fair,implemented,untested,True,common-aerial,,[]
307,fox,marth,bair,implemented,untested,True,common-aerial,,[]
308,fox,marth,uair,implemented,untested,True,common-aerial,,[]
309,fox,marth,dair,implemented,untested,True,common-aerial,,[]
310,fox,mewtwo,nair,implemented,untested,True,common-aerial,,[]
311,fox,mewtwo,fair,implemented,untested,True,common-aerial,,[]
312,fox,mewtwo,bair,implemented,untested,True,common-aerial,,[]
313,fox,mewtwo,uair,implemented,untested,True,common-aerial,,[]
314,fox,mewtwo,dair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
315,fox,ness,nair,implemented,untested,True,common-aerial,,[]
316,fox,ness,fair,implemented,untested,True,common-aerial,,[]
317,fox,ness,bair,implemented,untested,True,common-aerial,,[]
318,fox,ness,uair,implemented,untested,True,common-aerial,,[]
319,fox,ness,dair,implemented,untested,True,common-aerial,,[]
320,fox,peach,nair,implemented,untested,True,common-aerial,,[]
321,fox,peach,fair,implemented,untested,True,common-aerial,,[]
322,fox,peach,bair,implemented,untested,True,common-aerial,,[]
323,fox,peach,uair,implemented,untested,True,common-aerial,,[]
324,fox,peach,dair,implemented,untested,True,common-aerial,,[]
325,fox,pikachu,nair,implemented,untested,True,common-aerial,,[]
326,fox,pikachu,fair,implemented,untested,True,common-aerial,,[]
327,fox,pikachu,bair,implemented,untested,True,common-aerial,,[]
328,fox,pikachu,uair,implemented,untested,True,common-aerial,,[]
329,fox,pikachu,dair,implemented,untested,True,common-aerial,,[]
330,fox,ice_climbers,nair,implemented,untested,True,common-aerial,,[]
331,fox,ice_climbers,fair,implemented,untested,True,common-aerial,,[]
332,fox,ice_climbers,bair,implemented,untested,True,common-aerial,,[]
333,fox,ice_climbers,uair,implemented,untested,True,common-aerial,,[]
334,fox,ice_climbers,dair,implemented,untested,True,common-aerial,,[]
335,fox,jigglypuff,nair,implemented,untested,True,common-aerial,,[]
336,fox,jigglypuff,fair,implemented,untested,True,common-aerial,,[]
337,fox,jigglypuff,bair,implemented,untested,True,common-aerial,,[]
338,fox,jigglypuff,uair,implemented,untested,True,common-aerial,,[]
339,fox,jigglypuff,dair,implemented,untested,True,common-aerial,,[]
340,fox,samus,nair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
341,fox,samus,fair,implemented,untested,True,common-aerial,,[]
342,fox,samus,bair,implemented,untested,True,common-aerial,,[]
343,fox,samus,uair,implemented,untested,True,common-aerial,,[]
344,fox,samus,dair,implemented,untested,True,common-aerial,,[]
345,fox,yoshi,nair,implemented,untested,True,common-aerial,,[]
346,fox,yoshi,fair,implemented,untested,True,common-aerial,,[]
347,fox,yoshi,bair,implemented,untested,True,common-aerial,,[]
348,fox,yoshi,uair,implemented,untested,True,common-aerial,,[]
349,fox,yoshi,dair,implemented,untested,True,common-aerial,,[]
350,fox,zelda,nair,implemented,untested,True,common-aerial,,[]
351,fox,zelda,fair,implemented,untested,True,common-aerial,,[]
352,fox,zelda,bair,implemented,untested,True,common-aerial,,[]
353,fox,zelda,uair,implemented,untested,True,common-aerial,,[]
354,fox,zelda,dair,implemented,untested,True,common-aerial,,[]
355,fox,sheik,nair,implemented,untested,True,common-aerial,,[]
356,fox,sheik,fair,implemented,untested,True,common-aerial,,[]
357,fox,sheik,bair,implemented,untested,True,common-aerial,,[]
358,fox,sheik,uair,implemented,untested,True,common-aerial,,[]
359,fox,sheik,dair,implemented,untested,True,common-aerial,,[]
360,fox,falco,nair,implemented,untested,True,common-aerial,,[]
361,fox,falco,fair,implemented,untested,True,common-aerial,,[]
362,fox,falco,bair,implemented,untested,True,common-aerial,,[]
363,fox,falco,uair,implemented,untested,True,common-aerial,,[]
364,fox,falco,dair,implemented,untested,True,common-aerial,,[]
365,fox,young_link,nair,implemented,untested,True,common-aerial,,[]
366,fox,young_link,fair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
367,fox,young_link,bair,implemented,untested,True,common-aerial,,[]
368,fox,young_link,uair,implemented,untested,True,common-aerial,,[]
369,fox,young_link,dair,implemented,untested,True,link-down-bounce,,[]
370,fox,dr_mario,nair,implemented,untested,True,common-aerial,,[]
371,fox,dr_mario,fair,implemented,untested,True,common-aerial,,[]
372,fox,dr_mario,bair,implemented,untested,True,common-aerial,,[]
373,fox,dr_mario,uair,implemented,untested,True,common-aerial,,[]
374,fox,dr_mario,dair,implemented,untested,True,common-aerial,,[]
375,fox,roy,nair,implemented,untested,True,common-aerial,,[]
376,fox,roy,fair,implemented,untested,True,common-aerial,,[]
377,fox,roy,bair,implemented,untested,True,common-aerial,,[]
378,fox,roy,uair,implemented,untested,True,common-aerial,,[]
379,fox,roy,dair,implemented,untested,True,common-aerial,,[]
380,fox,pichu,nair,implemented,untested,True,common-aerial,,[]
381,fox,pichu,fair,implemented,untested,True,common-aerial,,[]
382,fox,pichu,bair,implemented,untested,True,common-aerial,,[]
383,fox,pichu,uair,implemented,untested,True,common-aerial,,[]
384,fox,pichu,dair,implemented,untested,True,common-aerial,,[]
385,fox,ganondorf,nair,implemented,untested,True,common-aerial,,[]
386,fox,ganondorf,fair,implemented,untested,True,common-aerial,,[]
387,fox,ganondorf,bair,implemented,untested,True,common-aerial,,[]
388,fox,ganondorf,uair,implemented,untested,True,common-aerial,,[]
389,fox,ganondorf,dair,implemented,untested,True,common-aerial,,[]
390,game_and_watch,captain_falcon,nair,implemented,untested,True,common-aerial,,[]
391,game_and_watch,captain_falcon,fair,implemented,untested,True,common-aerial,,[]
392,game_and_watch,captain_falcon,bair,implemented,untested,True,common-aerial,,[]
393,game_and_watch,captain_falcon,uair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
394,game_and_watch,captain_falcon,dair,implemented,untested,True,common-aerial,,[]
395,game_and_watch,donkey_kong,nair,implemented,untested,True,common-aerial,,[]
396,game_and_watch,donkey_kong,fair,implemented,untested,True,common-aerial,,[]
397,game_and_watch,donkey_kong,bair,implemented,untested,True,common-aerial,,[]
398,game_and_watch,donkey_kong,uair,implemented,untested,True,common-aerial,,[]
399,game_and_watch,donkey_kong,dair,implemented,untested,True,common-aerial,,[]
400,game_and_watch,fox,nair,implemented,untested,True,common-aerial,,[]
401,game_and_watch,fox,fair,implemented,untested,True,common-aerial,,[]
402,game_and_watch,fox,bair,implemented,untested,True,common-aerial,,[]
403,game_and_watch,fox,uair,implemented,untested,True,common-aerial,,[]
404,game_and_watch,fox,dair,implemented,untested,True,common-aerial,,[]
405,game_and_watch,game_and_watch,nair,implemented,untested,False,gamewatch-articles,Identical donor: keep the native slot,[]
406,game_and_watch,game_and_watch,fair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
407,game_and_watch,game_and_watch,bair,implemented,untested,False,gamewatch-articles,Identical donor: keep the native slot,[]
408,game_and_watch,game_and_watch,uair,implemented,untested,False,gamewatch-articles,Identical donor: keep the native slot,[]
409,game_and_watch,game_and_watch,dair,implemented,untested,False,common-aerial,Identical donor: keep the native slot,[]
410,game_and_watch,kirby,nair,implemented,untested,True,common-aerial,,[]
411,game_and_watch,kirby,fair,implemented,untested,True,common-aerial,,[]
412,game_and_watch,kirby,bair,implemented,untested,True,common-aerial,,[]
413,game_and_watch,kirby,uair,implemented,untested,True,common-aerial,,[]
414,game_and_watch,kirby,dair,implemented,untested,True,common-aerial,,[]
415,game_and_watch,bowser,nair,implemented,untested,True,common-aerial,,[]
416,game_and_watch,bowser,fair,implemented,untested,True,common-aerial,,[]
417,game_and_watch,bowser,bair,implemented,untested,True,common-aerial,,[]
418,game_and_watch,bowser,uair,implemented,untested,True,common-aerial,,[]
419,game_and_watch,bowser,dair,implemented,runtime-tested,True,common-aerial,,"[{""status"":""runtime-tested"",""profile"":""debug"",""lifecycle"":true,""stress"":true,""native_jab"":false,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""81533ece59d729a3aef5495e6185c60b616e27b3"",""evidence"":""docs/evidence/aerials/current/aerials-debug-stress-0-130.json"",""log_sha256"":""49529f3c79e4d63320368cef9d60b49620a7ac6fd09d26c7e7aec9afcdfd6dca""},{""status"":""runtime-tested"",""profile"":""release"",""lifecycle"":true,""stress"":true,""native_jab"":true,""adapter_assertion"":false,""backend"":""profile-default"",""dol_sha1"":""36c24894da8b0649624bd1277c126c7533e46b54"",""evidence"":""docs/evidence/aerials/current/aerials-release-stress-0-130.json"",""log_sha256"":""fbc9a3bcc32b3f6ab77bd81ee710a8f2fa5e8c5773149e6da91736b32a1de458""}]"
420,game_and_watch,link,nair,implemented,untested,True,common-aerial,,[]
421,game_and_watch,link,fair,implemented,untested,True,common-aerial,,[]
